Gemeinden,Anzahl_Fahrzeuge,Postleitzahl,Laengengrad,Breitengrad,Distanz_in_km
MESTLIN,1,19374,11.92708,53.580544,154
METELEN,62,48629,7.211686,52.144232,423.24
METTENDORF,11,54675,6.330049,49.947693,569.88
METTENHEIM,15,67582,8.326279,49.740082,470.59
METTENHEIM1,12,84562,12.465496,48.265857,478.23
METTINGEN,106,49497,7.779092,52.315593,382.54
MEUDT,13,56414,7.896912,50.49339,443.16
MEUSELBACH SCHWARZMUEHLE,5,98746,11.090149,50.571262,269.67
MEUSELWITZ,95,04610,12.29796,51.042268,181.3
MEYENBURG,11,16945,12.241387,53.31502,118.03
MICHELAU I.OFR.,83,96247,11.112,50.162117,307.08
MICHELAU I.STEIGERWALD,8,97513,10.430249,49.90689,357.21
MICHELBACH AN DER BILZ,33,74544,9.762378,49.069624,461.63
MICHELFELD,28,74545,9.679757,49.097131,462.31
MICHELSNEUKIRCHEN,4,93185,12.553244,49.124046,382.74
MICHENDORF,105,14552,13.028498,52.309633,34.67
MICKHAUSEN,6,86866,10.639736,48.244483,514.74
MIDLUM,8,25938,8.518625,54.714878,404.57
MIEHLEN,12,56357,7.830498,50.227043,463.71
MIETINGEN,47,88487,9.903726,48.179243,543.3
MIHLA,14,99826,10.33412,51.077394,265.45
MILDA,2,07751,11.461872,50.855199,228.73
MILDENAU,34,09456,13.068688,50.59659,215.37
MILMERSDORF,11,17268,13.641293,53.111703,67.76
MILOWER LAND,46,14715,12.311809,52.522804,74.04
MILTACH,12,93468,12.770267,49.158049,376.9
MINDELSTETTEN,11,93349,11.642861,48.850009,426.99
MINDERLITTGEN,1,54518,6.837759,50.007457,535.87
MINFELD,15,76872,8.143806,49.072241,532.97
MINTRACHING,34,93098,12.239643,48.95518,405.22
MIROW,19,17252,12.815475,53.274554,92.86
MISSEN WILHAMS,8,87547,10.127984,47.59737,595.78
MISTELBACH,17,95511,11.519417,49.914144,318.46
MISTELGAU,40,95490,11.465838,49.911983,320.24
MITTELBIBERACH,40,88441,9.747188,48.087332,557.61
MITTELESCHENBACH,9,91734,10.796968,49.212292,411.22
MITTELHERWIGSDORF,36,02763,14.764425,50.917489,201.52
MITTELHOF,14,57537,7.804162,50.775051,432.73
MITTELNEUFNACH,7,86868,10.596906,48.175397,523.06
MITTELNKIRCHEN,10,21720,9.61251,53.548293,278.44
MITTELREIDENBACH,1,55758,7.441943,49.726505,519.61
MITTELSINN,2,97785,9.614814,50.193443,369.36
MITTELSTENAHE,1,21770,9.037981,53.651268,317.91
MITTELSTETTEN,11,82293,11.095143,48.255788,502.13
MITTENAAR,61,35756,8.379393,50.692198,402.51
MITTENWALDE,87,15749,13.536256,52.264886,29.77
MITTENWALDE1,76,17268,13.662595,53.184579,75.98
MITTERSKIRCHEN,14,84335,12.731722,48.348176,466.85
MIXDORF,10,15299,14.406866,52.195416,77.11
MOCKREHNA,64,04862,12.815498,51.507858,119.69
MOEDINGEN,17,89426,10.430915,48.644493,479.81
MOEGGLINGEN,21,73563,9.962526,48.82339,477.7
MOEHNESEE,116,59519,8.131657,51.497716,378.73
MOEHRENDORF,42,91096,11.000309,49.639461,362.03
MOELLENBECK,1,17237,13.34296,53.390227,96.96
MOELLENHAGEN,10,17219,12.9241,53.522842,116.18
MOELSCHOW,2,17449,13.833332,54.077153,175.67
MOELSHEIM,2,67591,8.170733,49.647101,485.84
MOEMLINGEN,52,63853,9.083711,49.858373,422.57
MOENCHENHOLZHAUSEN,4,99198,11.154139,50.969713,232.04
MOENCHHAGEN,10,18182,12.226247,54.147623,197.39
MOENCHSDEGGINGEN,5,86751,10.57975,48.774266,462.12
MOENCHSROTH,7,91614,10.361003,49.020359,444.54
MOENCHWEILER,27,78087,8.429216,48.101001,605.59
MOENKEBUDE,1,17375,13.961923,53.766786,143.69
MOENKHAGEN,2,23619,10.561679,53.901221,244.04
MOENSHEIM,19,71297,8.863818,48.864021,517.65
MOERSTADT,7,67591,8.254616,49.661712,480.32
MOESER,85,39291,11.795508,52.215846,114.51
MOETTINGEN,11,86753,10.591308,48.809073,458.24
MOETZING,6,93099,12.374438,48.894211,410.1
MOETZINGEN,33,71159,8.773708,48.535282,551.27
MOGENDORF,9,56424,7.760042,50.493943,451.31
MOISBURG,15,21647,9.702446,53.40494,267.05
MOLBERGEN,75,49696,7.922121,52.858718,371.78
MOLSCHLEBEN,11,99869,10.779892,51.005134,247.25
MOLTZOW,2,17194,12.57638,53.630529,135.47
MOMMENHEIM,18,55278,8.265704,49.881218,463.26
MONREAL,3,56761,7.157962,50.29901,499.03
MONSHEIM,22,67590,8.210623,49.635629,484.62
MONZELFELD,8,54472,7.074778,49.89108,529.39
MONZERNHEIM,2,55234,8.227847,49.72214,477.14
MONZINGEN,6,55569,7.592788,49.799018,506.1
MOORENWEIS,30,82272,11.079272,48.154648,513.2
MOORGRUND,33,36433,10.291577,50.837975,284.99
MOORMERLAND,182,26802,7.485564,53.314314,406.91
MOORWEG,1,26427,7.585892,53.592246,407.08
MOOS,30,78345,8.934137,47.726042,621.5
MOOS1,25,94554,12.962174,48.751767,420.64
MOOSACH,14,85665,11.875619,48.032615,511.21
MOOSINNING,69,85452,11.84463,48.277056,485.1
MOOSTHENNING,56,84164,12.497842,48.676792,432.59
MORBACH,77,54497,7.119853,49.810561,532.11
MORITZBURG,75,01468,13.68009,51.159495,152.63
MORSBACH,90,51597,7.727424,50.864325,432.81
MORSCHEID,8,54317,6.751078,49.732095,558.6
MORSCHEN,33,34326,9.617532,51.067644,306.76
MOSSAUTAL,16,64756,8.931026,49.644703,447.43
MOTTEN,10,97786,9.770842,50.396626,345.48
MUCH,165,53804,7.407202,50.905488,450.86
MUDAU,63,69427,9.202685,49.534259,443.74
MUDENBACH,1,57614,7.733366,50.66828,442.91
MUDERSBACH,73,57555,7.943913,50.824709,421.45
MUECHELN (GEISELTAL),78,06249,11.805026,51.30213,174.49
MUECKA,8,02906,14.701532,51.317135,160.79
MUECKE,116,35325,9.026601,50.624887,369.05
MUEGELN,69,04769,13.046003,51.236779,144.96
MUEGLITZTAL,12,01809,13.862512,50.934367,179.31
MUEHL ROSIN,4,18276,12.207027,53.760638,159.59
MUEHLAU,17,09241,12.759914,50.900744,185.66
MUEHLBERG/ELBE,44,04931,13.220314,51.434662,121.48
MUEHLEN EICHSEN,5,19205,11.251535,53.758514,199.2
MUEHLENBACH,14,77796,8.111663,48.253642,605.23
MUEHLENBECKER LAND,128,16567,13.378858,52.665367,16.28
MUEHLENFLIESS,6,14823,12.844257,52.145867,56.47
MUEHLENTAL,7,08626,12.266965,50.37198,251.81
MUEHLHAUSEN,86,69242,8.726913,49.248138,490.31
MUEHLHAUSEN EHINGEN,32,78259,8.810044,47.810044,617.99
MUEHLHAUSEN/THUERINGEN,230,99974,10.458418,51.209777,249.57
MUEHLHAUSEN1,75,92360,11.445907,49.168985,397.6
MUEHLINGEN,12,78357,9.017365,47.912992,600.32
MUELLROSE,52,15299,14.414235,52.245406,75.08
MUELSEN,97,08132,12.581262,50.731455,207.07
MUELVERSTEDT,2,99947,10.505347,51.119188,253.2
MUENCHEBERG,66,15374,14.140462,52.503279,49.86
MUENCHENBERNSDORF,16,07589,11.932139,50.820097,214.81
MUENCHHAUSEN,35,35117,8.716153,50.960477,366.78
MUENCHSMUENSTER,17,85126,11.691557,48.761496,435.5
MUENCHSTEINACH,8,91481,10.595943,49.638754,376.05
MUENSING,32,82541,11.368916,47.902692,534.01
MUENSTER,1942,48143,7.626804,51.961908,398.63
MUENSTER SARMSHEIM,20,55424,7.894732,49.944635,479.06
MUENSTER1,1908,86692,10.906217,48.623205,468.31
MUENSTERTAL/SCHWARZWALD,53,79244,7.784148,47.854495,655.51
MUESCHENBACH,8,57629,7.78504,50.679895,439.11
MUGGENSTURM,52,76461,8.276717,48.869678,543.69
MUHR A.SEE,15,91735,10.71106,49.155246,419.65
MULDA/SA.,10,09619,13.407333,50.808848,190.49
MULFINGEN,32,74673,9.801118,49.340479,434.86
MUNNINGEN,9,86754,10.602907,48.921702,446.51
MURCHIN,4,17390,13.742438,53.905693,155.89
MURG,71,79730,8.020644,47.55475,673.17
MUTLANGEN,45,73557,9.797933,48.823598,483.67
MUTTERSTADT,126,67112,8.354887,49.442195,492.38
NACHRODT WIBLINGWERDE,91,58769,7.641751,51.335816,416.86
NACHTSHEIM,1,56729,7.063098,50.318131,503.64
NACK,2,55234,8.002122,49.746998,487.35
NACKENHEIM,62,55299,8.342085,49.916661,456.54
NAGEL,13,95697,11.919349,49.977629,301.34
NAHETAL WALDAU,18,98553,10.793651,50.518114,286.98
NAHRENDORF,16,21369,10.814655,53.174123,188.74
NALBACH,79,66809,6.788315,49.379009,580.64
NAMBORN,65,66640,7.140686,49.521212,550.9
NANZDIETSCHWEILER,9,66909,7.444893,49.445076,539.73
NARSDORF,10,04657,12.716613,51.016937,173.91
NATENDORF,4,29587,10.470696,53.079751,207.07
NATTHEIM,78,89564,10.241784000000001,48.699582,480.31
NAUEN,147,14641,12.876378,52.607013,37.06
NAUHEIM,82,64569,8.452237,49.945337,448.52
NAUMBURG,58,34311,9.164889,51.247294,323.9
NAUMBURG (SAALE),176,06618,11.80982,51.152095,187.68
NAUNDORF,11,04758,13.106636,51.257096,142.07
NAUNHOF,78,04683,12.593686,51.275279,149.35
NAUORT,11,56237,7.624192,50.466149,461.1
NAUROTH,14,57583,7.876722,50.700359,432.37
NEBELSCHUETZ,10,01920,14.158044,51.263233,149.16
NEBRA (UNSTRUT),19,06642,11.577753,51.288914,185.81
NECKARTAILFINGEN,35,72666,9.262633,48.61255,524.2
NECKARTENZLINGEN,51,72654,9.233903,48.590722,527.39
NECKARZIMMERN,6,74865,9.133187,49.318459,465.54
NEENSTETTEN,2,89189,10.021476,48.545493,502.93
NEETZE,10,21398,10.624248,53.26555,204.34
NEIDENBACH,4,54657,6.551961,50.092243,547.84
NEIDENFELS,2,67468,8.046029,49.388533,512.33
NEIDENSTEIN,6,74933,8.884019,49.316469,477.14
NEIDLINGEN,10,73272,9.563641,48.579286,515.84
NEISSE MALXETAL,11,03159,14.59935,51.638124,127.72
NEISSEAUE,8,02829,14.9692,51.243849,178.13
NEISSEMUENDE,10,15898,14.699259,52.064489,101.67
NELLINGEN,19,89191,9.791311,48.541984,511.2
NEMSDORF GOEHRENDORF,4,06268,11.659873,51.36285,175.87
NENNHAUSEN,11,14715,12.505222,52.603483,61.59
NENTERSHAUSEN,20,36214,9.933261,51.013774,292.04
NENTERSHAUSEN1,18,56412,7.935247,50.420064000000004,445.36
NEROTH,2,54570,6.74611,50.195862,529.98
NERSINGEN,101,89278,10.123851,48.428565,511.22
NESCHWITZ,12,02699,14.329203,51.270679,152.88
NETPHEN,260,57250,8.098414,50.915322,407.11
NETTERSHEIM,95,53947,6.627903,50.491983,520.75
NETZSCHKAU,33,08491,12.248219,50.612651,226.9
NEU ANSPACH,136,61267,8.506889,50.291757,420.82
NEU BAMBERG,11,55546,7.921698,49.797087,488.06
NEU DARCHAU,10,29490,10.884199,53.227889,186.79
NEU EICHENBERG,9,37249,9.913586,51.389849,270.51
NEU GUELZE,1,19258,10.787932,53.381682,200.01
NEU KALISS,14,19294,11.292486,53.171501,159.46
NEU SEELAND,1,03103,14.111179,51.57861,115.41
NEU WULMSTORF,154,21629,9.79559,53.462891,263.61
NEUBERG,65,63543,8.996444,50.18774,401.54
NEUBIBERG,94,85579,11.677118,48.074726,509.83
NEUBOERGER,8,26909,7.449731,52.955288,404.18
NEUBUKOW,22,18233,11.673184,54.032344,204.02
NEUBURG,11,23974,11.586495,53.94824,199.88
NEUBURG A.INN,47,94127,13.441854,48.510825,446.31
NEUBURG AM RHEIN,23,76776,8.251735,48.986655,534.92
NEUCHING,14,85467,11.854383,48.241717,488.78
NEUDROSSENFELD,51,95512,11.502495,50.015475,308.66
NEUENDETTELSAU,57,91564,10.788754,49.285518,404.13
NEUENKIRCHEN,10,17039,13.370182,53.597509,119.97
NEUENKIRCHEN1,9,17392,13.568927,53.800528,142.97
NEUENKIRCHEN10,11,49586,7.83787,52.41908,377.6
NEUENKIRCHEN2,16,17498,13.374534,54.120382,178.16
NEUENKIRCHEN3,3,18569,13.330814,54.54362,225.32
NEUENKIRCHEN4,18,21640,9.60691,53.527407,277.89
NEUENKIRCHEN5,17,21763,8.893851,53.777163,332.02
NEUENKIRCHEN6,14,25792,8.987884,54.235602,349.92
NEUENKIRCHEN7,6,27251,8.748262,52.774432,315.73
NEUENKIRCHEN8,10,29643,9.704085,53.032983,255.64
NEUENKIRCHEN9,12,48485,7.37282,52.244641,410.9
NEUENMARKT,18,95339,11.579601,50.090716,298.75
NEUENSALZ,12,08541,12.225111,50.505762,238.65
NEUENSTEIN,29,36286,9.570654,50.917119,318.94
NEUENSTEIN1,26,74632,9.582512,49.205365,456.24
NEUENTAL,37,34599,9.227558,51.007126,333.39
NEUFAHRN B.FREISING,149,85375,11.66279,48.316081,483.98
NEUFRA,12,72419,9.186636,48.247697,561.78
NEUFRAUNHOFEN,11,84181,12.213536,48.391785,467.23
NEUHAEUSEL,15,56335,7.709698,50.384057,460.92
NEUHARDENBERG,10,15320,14.243104,52.595594,57.34
NEUHARLINGERSIEL,7,26427,7.704394,53.69927,402.78
NEUHAUS A.INN,23,94152,13.420277,48.460577,451.89
NEUHAUS AM RENNWEG,48,98724,11.134693,50.508337,273.62
NEUHAUS SCHIERSCHNITZ,25,96524,11.243256,50.313422,287.82
NEUHAUSEN,61,75242,8.778275,48.792915,527.75
NEUHAUSEN AUF DEN FILDERN,79,73765,9.278797,48.684669,516.8
NEUHAUSEN OB ECK,32,78579,8.926451,47.973404,597.9
NEUHAUSEN/ERZGEB.,21,09544,13.466661,50.674028,205.54
NEUHAUSEN/SPREE,69,03058,14.414071,51.68088,116.13
NEUHEMSBACH,6,67680,7.923664,49.522457,508.34
NEUHUETTEN,3,54422,7.011908,49.642835,549.64
NEUKALEN,6,17154,12.790764,53.822436,150.67
NEUKAMPERFEHN,12,26835,7.557533,53.33779,402.68
NEUKIERITZSCH,44,04575,12.409059,51.152262,166.95
NEUKIRCH,13,01936,13.97842,51.282819,143.24
NEUKIRCH/LAUSITZ,39,01904,14.298664,51.099337,169.69
NEUKIRCH1,7,88099,9.701999,47.657496,602.25
NEUKIRCHEN,15,23779,11.015153,54.323811,255.81
NEUKIRCHEN VLUYN,180,47506,6.573385,51.447044,483.16
NEUKIRCHEN VORM WALD,8,94154,13.3808,48.683235,427.11
NEUKIRCHEN/ERZGEB.,63,09221,12.866884,50.779498,197.28
NEUKIRCHEN/PLEISSE,39,08459,12.381676,50.791537,204.97
NEUKIRCHEN1,10,25927,8.73388,54.868905,403.78
NEUKIRCHEN2,18,34626,9.342803,50.871054,334.97
NEUKIRCHEN3,14,94362,12.756026,48.97548,397.21
NEUKLOSTER,16,23992,11.687616,53.864819,188.48
NEULEININGEN,5,67271,8.139768,49.542779,495.46
NEULER,22,73491,10.069574,48.928632,463.65
NEULEWIN,6,16259,14.278128,52.724922,63.26
NEULINGEN,71,75245,8.728215,48.970506,514.22
NEULUSSHEIM,62,68809,8.522135,49.293561,496.25
NEUMAGEN DHRON,5,54347,6.896204,49.855692,542.08
NEUMARK,27,08496,12.355396,50.657197,219.7
NEUMARK1,14,99439,11.245271,51.079029,218.69
NEUNDORF (BEI LOBENSTEIN),2,07356,11.601481,50.43808,263.32
NEUNKHAUSEN,11,57520,7.903587,50.706041,430.41
NEUNKIRCHEN A.SAND,48,91233,11.318875,49.526136,363.84
NEUNKIRCHEN SEELSCHEID,226,53819,7.334361,50.841143,458.61
NEUPETERSHAIN,15,03103,14.164538,51.605157,114.34
NEUPOTZ,15,76777,8.317843,49.118317,520.71
NEUREICHENAU,47,94089,13.747539,48.748508,420.54
NEURIED,93,77743,7.807163,48.467234,600.22
NEURIED1,70,82061,11.465823,48.093116,511.67
NEURUPPIN,242,16816,12.806498,52.923365,60.37
NEUSAESS,177,86356,10.831597,48.395449,493.96
NEUSALZA SPREMBERG,22,02742,14.531654,51.037369,182.37
NEUSCHOENAU,12,94556,13.477901,48.88417,404.77
NEUSCHOO,14,26487,7.512686,53.577457,411.36
NEUSITZ,11,91616,10.223165,49.372174,415.35
NEUSORG,12,95700,11.968385,49.935767,304.59
NEUSTADT (DOSSE),19,16845,12.438658,52.857148,75.23
NEUSTADT A.MAIN,6,97845,9.56761,49.930042,393.2
NEUSTADT AM RENNSTEIG,5,98701,10.933455,50.582772,275.23
NEUSTADT AN DER ORLA,70,07806,11.742638,50.73581,229.43
NEUSTADT GLEWE,65,19306,11.585348,53.383153,155.32
NEUSTADT I. SA.,106,01844,14.214891,51.025462,175.47
NEUSTADT/VOGTL.,5,08223,12.332177,50.460414,241.02
NEUSTETTEN,38,72149,8.882594,48.481308,551.73
NEUSTRELITZ,137,17235,13.063351,53.361804,96.47
NEUTRAUBLING,89,93073,12.200936,48.990294,401.96
NEUTREBBIN,8,15320,14.225618,52.663302,57.74
NEUWEILER,32,75389,8.596988,48.657642,547.77
NEUZELLE,51,15898,14.648753,52.090954,97.2
NEVERIN,11,17039,13.338452,53.619149,122.44
NEWEL,17,54309,6.583124,49.813085,563.17
NICKENICH,42,56645,7.326923,50.411905,482.21
NIEDER HILBERSHEIM,1,55437,8.042252,49.913509,473.09
NIEDER OLM,88,55268,8.203097,49.909864,464.56
NIEDERAHR,2,56414,7.861098,50.491504,445.41
NIEDERAICHBACH,37,84100,12.316583,48.603081,442.76
NIEDERALTEICH,10,94557,13.025711,48.766264,418.72
NIEDERAU,41,01689,13.543702,51.177449,149.76
NIEDERBERGKIRCHEN,13,84494,12.50617,48.312607,472.67
NIEDERBREITBACH,14,56589,7.41779,50.530088,469.92
NIEDERBURG,1,55432,7.695669,50.117225,478.66
NIEDERDORF,11,09366,12.786017,50.726686,204.16
NIEDERDORFELDEN,25,61138,8.801703,50.195241,411.41
NIEDERDREISBACH,6,57520,7.924683,50.74837,426.78
NIEDERDUERENBACH,11,56651,7.18318,50.456954,488.37
NIEDERE BOERDE,76,39326,11.52228,52.234368,131.83
NIEDERELBERT,8,56412,7.812119,50.408124,453.37
NIEDERER FLAEMING,36,14913,13.193884,51.930042,67.23
NIEDERERBACH,4,56412,7.976963,50.426785,442.49
NIEDERESCHACH,73,78078,8.528615,48.132561,598.57
NIEDERFISCHBACH,40,57572,7.872832,50.855614,424.21
NIEDERFUELLBACH,19,96271,10.989109,50.219589,306.17
NIEDERGOERSDORF,53,14913,12.984582,51.978909,66.7
NIEDERHAUSEN,2,55585,7.779915,49.80379,495.37
NIEDERHEIMBACH,1,55413,7.804203,50.033522,478.04
NIEDERKIRCHEN,16,67700,7.696361,49.578322,516.29
NIEDERKRUECHTEN,125,41372,6.219216,51.19862,515.2
NIEDERLANGEN,13,49779,7.284729,52.856972,414.54
NIEDERLAUER,10,97618,10.17964,50.296206,333.76
NIEDERMOHR,6,66879,7.464311,49.459844,537.59
NIEDERMURACH,9,92545,12.377216,49.448693,349.39
NIEDERNBERG,42,63843,9.137005,49.911359,415.67
NIEDERNEISEN,9,65629,8.054726,50.335639,443.7
NIEDERNHAUSEN,141,65527,8.317966,50.161445,440.37
NIEDERNWOEHREN,18,31712,9.147705,52.352046,289.48
NIEDERORSCHEL,17,37355,10.424653,51.370172,241.23
NIEDERRIEDEN,6,87767,10.188971,48.057656,546.74
NIEDERSCHOENENFELD,5,86694,10.932959,48.721745,457.38
NIEDERTAUFKIRCHEN,10,84494,12.547967,48.329651,470.4
NIEDERTREBRA,2,99518,11.582261,51.070155,204.43
NIEDERVIEHBACH,12,84183,12.383316,48.613883,440.77
NIEDERWERRN,87,97464,10.173179,50.063452,354.04
NIEDERWERTH,9,56179,7.606899,50.395743,466.33
NIEDERWIESA,51,09577,13.024548,50.865093,186.08
NIEDERWINKLING,12,94374,12.797548,48.886923,406.69
NIEDERWOERRESBACH,2,55758,7.335887,49.768772,522.64
NIEDERWUERSCHNITZ,13,09399,12.755475,50.722415,205.08
NIEDERZIER,130,52382,6.462259,50.886425,512.07
NIEDERZIMMERN,7,99428,11.19051,51.006448,227.28
NIEDERZISSEN,19,56651,7.221523,50.456998,486.03
NIEFERN OESCHELBRONN,106,75223,8.782899,48.917076,516.48
NIEMEGK,16,14823,12.688242,52.076873,69.38
NIENBURG (SAALE),70,06429,11.766344,51.836428,135.28
NIENHAGEN,8,18211,11.952838,54.160638,206.56
NIENHAGEN1,12,29336,10.104402,52.556183,223.49
NIENSTAEDT,50,31688,9.165807,52.292917,288.95
NIEPARS,12,18442,12.92321,54.313419,202.18
NIERSBACH,2,54518,6.741066,49.940626,545.78
NIESKY,70,02906,14.823061,51.293789,167.68
NIESTE,10,34329,9.671331,51.313325,289.37
NIESTETAL,101,34266,9.546625,51.320368,296.61
NIEVERN,3,56132,7.680516,50.337414,465.51
NINDORF,8,24594,9.699683,54.131914,304.71
NINDORF1,2,25704,9.114943,54.086722,334.37
NISTER,3,57645,7.834847,50.675237,436.33
NISTERAU,2,56472,7.989124,50.656884,428.01
NISTERTAL,11,57647,7.893405,50.627045,435.51
NITTEL,12,54453,6.444344,49.654488,581.54
NOBITZ,46,04603,12.48554,50.977273,183.05
NOEBDENITZ,7,04626,12.280183,50.874951,198.89
NOEDA,1,99195,11.017882,51.069624,230.36
NOERTERSHAUSEN,14,56283,7.480618,50.225001,484.29
NOERVENICH,110,52388,6.644576,50.807107,503.99
NOHFELDEN,86,66625,7.143099,49.586753,546.14
NOHRA,8,99428,11.234647,50.96665,228.63
NOHRA1,13,99735,10.701305,51.433137,221.36
NONNENHORN,5,88149,9.608645,47.576263,613.4
NONNWEILER,81,66620,6.970552,49.606237,554.5
NORDEN,149,26506,7.202462,53.59498,431.72
NORDENDORF,6,86695,10.831375,48.594912,473.25
NORDHAUSEN,304,99734,10.791619,51.500441,211.98
NORDHEIM A.MAIN,8,97334,10.18145,49.858395,371.9
NORDHEIM V.D.RHOEN,9,97647,10.182341,50.478937,318.53
NORDKIRCHEN,100,59394,7.525307,51.738183,410.99
NORDLEDA,16,21765,8.834004,53.763622,335.07
NORDRACH,10,77787,8.078796,48.397329,593.89
NORDSEHL,2,31717,9.18224,52.357575,287.09
NORDSTEMMEN,110,31171,9.782956,52.160076,249.55
NORDWALDE,73,48356,7.480649,52.084294,406.07
NORDWESTUCKERMARK,35,17291,13.707767,53.331298,92.57
NORHEIM,10,55585,7.814354,49.808022,493.17
NORKEN,7,57629,7.897919,50.671829,432.68
NORTMOOR,9,26845,7.562055,53.247364,400.63
NORTRUP,18,49638,7.85948,52.614148,375.28
NOSSEN,63,01683,13.299465,51.058625,162.84
NOSSENTINER HUETTE,1,17214,12.424283,53.535058,130.68
NOTTENSDORF,14,21640,9.601936,53.485861,276.48
NOTTULN,135,48301,7.352893,51.928018,417.8
NOTZINGEN,36,73274,9.462005,48.671109,510.91
NUEDLINGEN,27,97720,10.123789,50.22115,342.69
NUEMBRECHT,154,51588,7.540904,50.902351,442.59
NUENCHRITZ,57,01612,13.383291,51.300746,135.74
NUENSCHWEILER,2,66989,7.503186,49.223401,553.36
NUESTTAL,23,36167,9.845847,50.637007,323.29
NUFRINGEN,54,71154,8.888193,48.622489,538.49
NUSPLINGEN,10,72362,8.890352,48.132002,584.16
NUSSBACH,1,67759,7.695774,49.629137,512.59
NUSSDORF,14,83365,12.59593,47.905326,516.92
NUSSDORF A.INN,7,83131,12.156562,47.742574,539.21
NUSSLOCH,93,69226,8.69587,49.322794,485.47
NUTHE URSTROMTAL,61,14947,13.16802,52.128067,46.51
NUTHETAL,88,14558,13.104062,52.349935,27.85
OBER FLOERSHEIM,10,55234,8.155056,49.683754,483.89
OBER HILBERSHEIM,12,55437,8.02967,49.899138,474.81
OBER MOERLEN,73,61239,8.694519,50.373047,404.74
OBER OLM,46,55270,8.193338,49.938606,463.01
OBERAMMERGAU,38,82487,11.06642,47.597074,572.86
OBERASBACH,156,90522,10.958495,49.422443,385.06
OBERAU,8,82496,11.138308,47.562606,575.08
OBERAUDORF,42,83080,12.171952,47.648794,549.34
OBERAULA,29,36280,9.471075,50.858277,328.44
OBERAURACH,36,97514,10.660283,49.926205,346.33
OBERBARNIM,12,15377,13.949866,52.590786,37.71
OBERBERGKIRCHEN,14,84564,12.386144,48.305288,474.7
OBERBETTINGEN,1,54578,6.62547,50.286013,532.15
OBERBILLIG,3,54331,6.504809,49.709823,574.41
OBERBOIHINGEN,60,72644,9.366724,48.647727,516.81
OBERDACHSTETTEN,7,91617,10.423792,49.416099,403.73
OBERDERDINGEN,93,75038,8.80201,49.062716,502.82
OBERDIEBACH,5,55413,7.777213,50.03253,479.64
OBERDING,58,85445,11.845524,48.322653,480.13
OBERDISCHINGEN,10,89610,9.830802,48.30176,533.5
OBERDOLLING,14,85129,11.592558,48.829248,430.25
OBERDREIS,3,57639,7.663439,50.627043,449.48
OBERDUERENBACH,1,56651,7.159219,50.468699,489.18
OBERELBERT,9,56412,7.816133,50.389904,454.26
OBERFELL,13,56332,7.447717,50.257286,484.23
OBERGRIESBACH,11,86573,11.064895,48.421666,485.35
OBERGURIG,9,02692,14.405921,51.1308,169.28
OBERHACHING,102,82041,11.589825,48.026481,516.57
OBERHARMERSBACH,19,77784,8.126097,48.373214,593.91
OBERHAUSEN,847,46045,6.852291,51.470317,463.9
OBERHAUSEN BEI KIRN,4,55606,7.450709,49.809723,513.33
OBERHAUSEN RHEINHAUSEN,103,68794,8.482728,49.260511,500.9
OBERHAUSEN1,889,76887,8.057771,49.097988,535.07
OBERHAUSEN2,656,82386,11.130637,47.778332,552.14
OBERHAUSEN3,999,86697,11.109004,48.719613,453.01
OBERHEIMBACH,2,55413,7.784279,50.022174,479.94
OBERHELDRUNGEN,1,06577,11.245569,51.279413,202.65
OBERHOF,8,98559,10.724059,50.706347,274.02
OBERHONNEFELD GIEREND,5,56587,7.516923,50.553659,462.55
OBERICKELSHEIM,1,97258,10.136126,49.599867,397.37
OBERIRSEN,1,57635,7.580735,50.722392,449.35
OBERKAIL,1,54533,6.679024,50.037031,543.51
OBERKRAEMER,109,16727,13.111985,52.696092,27.86
OBERLAHR,1,57641,7.516934,50.621584,458.75
OBERLANGEN,6,49779,7.275066,52.849165,415.15
OBERLEICHTERSBACH,11,97789,9.804018,50.273228,353.62
OBERLUNGWITZ,58,09353,12.722076,50.786972,198.6
OBERMAISELSTEIN,2,87538,10.239691,47.449379,608.08
OBERMARCHTAL,12,89611,9.568532,48.233294,549.26
OBERMASSFELD GRIMMENTHAL,5,98617,10.4406,50.529899,302
OBERMEHLER,2,99996,10.596955,51.270273,237.8
OBERMEITINGEN,5,86836,10.806325,48.146884,520.57
OBERMICHELBACH,41,90587,10.909913,49.530771,375.77
OBERNDORF,12,21787,9.145492,53.751967,315.72
OBERNDORF A.LECH,10,86698,10.867317,48.672063,464.3
OBERNDORF1,14,67821,7.809978,49.710168,500.46
OBERNEISEN,2,65558,8.072855,50.326391,443.25
OBERNEUKIRCHEN,2,84565,12.51971,48.172963,487.97
OBERNHEIM,12,72364,8.861492,48.162516,582.4
OBERNHOLZ,2,29386,10.581937,52.7545,192.47
OBEROSTENDORF,5,86869,10.741766,47.942458,543.62
OBEROTTERBACH,18,76889,7.970507,49.069276,541.73
OBEROTTMARSHAUSEN,7,86507,10.85721,48.238311,509.71
OBERPFRAMMERN,13,85667,11.813087,48.021679,513.37
OBERPLEICHFELD,15,97241,10.084387,49.878343,374.25
